tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	er_analyst_mail_names	measurement_sd_x	treatment_dc_field_theta	measurement_sd_z	treatment_dc_field	magic_instrument_codes	measurement_positions	measurement_dec	treatment_ac_field	measurement_csd	treatment_temp	measurement_magn_moment	magic_software_packages	treatment_dc_field_phi	measurement_description	measurement_temp	magic_method_codes	measurement_sd_y	measurement_standard	er_citation_names	measurement_inc	measurement_flag
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21		1.35e-09		7.95e-10	0	hargrave 2014-12-08 22:11:29	1	078.7	0	0.8	843.0	1.08e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.31e-10		This study	-66.2	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22		2.28e-09		5.65e-10	0	hargrave 2015-01-12 11:02:24	1	084.0	0	1.4	846.0	1.05e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.00e-09		This study	-67.5	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23		2.54e-09		5.64e-10	0	hargrave 2015-01-14 14:20:25	1	081.2	0	1.5	849.0	1.03e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.08e-09		This study	-66.7	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24		2.21e-09		7.59e-10	0	hargrave 2015-01-15 14:35:19	1	085.7	0	1.4	852.0	1.01e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.24e-09		This study	-67.4	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25		2.74e-09		7.00e-10	0	hargrave 2015-01-18 12:57:56	1	089.6	0	1.6	855.0	1.02e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.58e-10		This study	-67.5	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26		1.06e-09		6.51e-10	0	hargrave 2015-01-20 12:16:30	1	087.5	0	0.7	858.0	9.91e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.64e-10		This study	-66.4	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27		1.42e-09		5.05e-10	0	hargrave 2015-02-10 17:23:31	1	088.4	0	1.0	863.0	9.79e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.22e-09		This study	-67.4	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28		1.19e-09		4.10e-10	0	hargrave 2015-02-11 17:21:10	1	094.8	0	1.0	883.0	9.37e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.22e-09		This study	-67.9	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29		9.09e-10		5.94e-10	0	hargrave 2015-02-12 15:33:34	1	102.3	0	0.9	903.0	8.44e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.15e-09		This study	-67.2	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30		1.16e-09		5.27e-10	0	hargrave 2015-02-13 17:49:53	1	108.1	0	1.0	923.0	7.68e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.64e-10		This study	-66.6	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31		7.58e-10		3.30e-10	0	hargrave 2015-02-17 11:25:45	1	106.8	0	0.8	933.0	6.02e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.40e-10		This study	-65.7	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32		5.19e-10		2.09e-10	0	hargrave 2015-02-18 09:43:40	1	104.4	0	1.3	943.0	2.82e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.79e-10		This study	-66.1	g
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33		9.64e-11		6.39e-11	0	hargrave 2015-02-19 12:52:13	1	113.9	0	1.4	953.0	4.99e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.41e-11		This study	-55.4	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1		3.14e-08		9.82e-09	0		1	46.5	0	2.6	273	1.12e-06	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	4.00e-08		This study	-50.4	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2		2.20e-08		1.09e-08	0		1	46.3	0	2.0	77	1.16e-06	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	3.25e-08		This study	-50.9	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3		8.96e-09		1.11e-08	0		1	44.8	0	1.0	373.0	1.33e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.88e-08		This study	-51.6	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4		2.83e-08		9.49e-09	0	hargrave 2014-10-22 15:54:56	1	043.8	0	2.6	423.0	1.16e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.26e-08		This study	-51.8	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5		1.89e-08		7.43e-09	0	hargrave 2014-10-27 16:21:23	1	043.6	0	1.9	473.0	1.05e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.78e-08		This study	-51.0	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6		3.14e-08		6.48e-09	0	hargrave 2014-10-28 13:44:04	1	045.6	0	3.7	523.0	7.52e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.76e-08		This study	-51.0	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7		1.28e-08		3.34e-09	0	hargrave 2014-10-28 20:41:45	1	050.3	0	2.5	573.0	4.57e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.47e-08		This study	-50.2	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8		6.51e-09		1.26e-09	0	hargrave 2014-10-29 20:54:34	1	051.3	0	2.4	623.0	2.19e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.53e-09		This study	-48.8	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9		5.32e-09		1.13e-09	0	hargrave 2014-11-03 17:14:38	1	053.2	0	2.5	673.0	1.67e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.98e-09		This study	-48.1	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10		1.25e-09		7.89e-10	0	hargrave 2014-11-04 12:05:10	1	053.9	0	0.8	698.0	1.38e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.53e-09		This study	-47.3	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11		2.22e-09		7.35e-10	0	hargrave 2014-11-10 12:54:47	1	057.1	0	1.7	723.0	1.18e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.76e-09		This study	-45.6	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12		2.09e-09		9.36e-10	0	hargrave 2014-11-10 22:13:28	1	059.6	0	1.9	748.0	9.94e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.36e-09		This study	-42.6	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13		3.95e-09		8.86e-10	0	hargrave 2014-11-13 11:47:43	1	065.7	0	3.4	773.0	8.35e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.99e-09		This study	-40.9	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14		3.33e-09		5.83e-10	0	hargrave 2014-11-17 17:28:20	1	067.1	0	3.0	788.0	7.25e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.73e-09		This study	-38.7	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15		6.35e-10		5.21e-10	0	hargrave 2014-11-24 18:19:01	1	068.7	0	0.7	803.0	6.70e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.52e-10		This study	-37.4	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16		4.17e-10		4.84e-10	0	hargrave 2014-12-01 17:00:52	1	069.2	0	0.5	818.0	6.56e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.27e-10		This study	-36.7	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17		1.61e-09		4.23e-10	0	hargrave 2014-12-02 00:46:50	1	070.3	0	1.5	823.0	6.27e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.20e-10		This study	-35.7	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18		6.98e-10		4.07e-10	0	hargrave 2014-12-05 13:42:16	1	073.5	0	0.9	828.0	5.59e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.07e-10		This study	-33.0	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19		1.15e-09		3.89e-10	0	hargrave 2014-12-06 11:59:31	1	075.5	0	1.3	833.0	5.14e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.40e-10		This study	-33.1	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20		5.60e-10		3.15e-10	0	hargrave 2014-12-08 15:20:12	1	072.8	0	0.7	838.0	4.91e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.65e-10		This study	-32.9	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21		7.54e-10		2.57e-10	0	hargrave 2014-12-08 22:13:06	1	074.5	0	1.0	843.0	4.54e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.71e-10		This study	-34.0	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22		1.14e-09		3.74e-10	0	hargrave 2015-01-12 11:03:59	1	078.8	0	1.5	846.0	4.43e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.39e-10		This study	-32.9	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23		5.72e-10		2.92e-10	0	hargrave 2015-01-14 14:21:59	1	076.7	0	0.8	849.0	4.29e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.38e-10		This study	-32.8	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24		1.05e-09		2.36e-10	0	hargrave 2015-01-15 14:36:53	1	077.3	0	1.5	852.0	4.17e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.78e-10		This study	-32.4	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25		2.34e-09		3.76e-10	0	hargrave 2015-01-18 12:59:19	1	080.0	0	3.4	855.0	4.07e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.23e-10		This study	-31.8	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26		5.81e-10		3.20e-10	0	hargrave 2015-01-20 12:17:56	1	079.6	0	1.0	858.0	3.86e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.01e-10		This study	-31.2	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27		2.90e-09		1.58e-10	0	hargrave 2015-02-10 17:25:23	1	078.9	0	4.5	863.0	3.77e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.32e-10		This study	-30.8	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28		5.51e-10		2.06e-10	0	hargrave 2015-02-11 17:23:32	1	084.8	0	1.1	883.0	3.17e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.69e-10		This study	-27.2	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29		5.27e-10		2.97e-10	0	hargrave 2015-02-12 15:35:25	1	089.5	0	1.3	903.0	2.74e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.18e-10		This study	-20.5	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30		4.37e-10		3.72e-10	0	hargrave 2015-02-13 17:51:30	1	091.4	0	1.4	923.0	2.51e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.53e-10		This study	-19.7	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31		6.58e-10		2.26e-10	0	hargrave 2015-02-17 11:27:15	1	094.7	0	1.8	933.0	2.19e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.33e-10		This study	-18.5	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32		3.92e-10		2.69e-10	0	hargrave 2015-02-18 09:45:10	1	088.9	0	1.9	943.0	1.42e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.31e-10		This study	-20.2	g
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33		1.27e-10		2.48e-11	0	hargrave 2015-02-19 12:53:47	1	086.8	0	2.0	953.0	3.86e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.04e-11		This study	-28.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1		1.31e-08		6.25e-09	0		1	200.8	0	0.8	273	1.20e-06	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	1.04e-08		This study	-72.0	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2		1.64e-08		7.00e-09	0		1	204.4	0	0.8	77	1.24e-06	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	6.09e-09		This study	-71.7	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3		2.89e-08		9.78e-09	0		1	204.2	0	1.4	373.0	1.41e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.53e-08		This study	-71.4	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4		1.59e-08		4.70e-09	0	hargrave 2014-10-22 15:56:39	1	203.4	0	0.8	423.0	1.20e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.67e-09		This study	-71.2	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5		1.43e-08		5.22e-09	0	hargrave 2014-10-27 16:23:12	1	204.3	0	0.8	473.0	1.09e-06	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.07e-09		This study	-71.6	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6		3.76e-09		4.05e-09	0	hargrave 2014-10-28 13:46:02	1	206.4	0	1.9	523.0	8.29e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.68e-08		This study	-70.9	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7		1.91e-09		1.42e-09	0	hargrave 2014-10-28 20:43:28	1	216.7	0	0.6	573.0	4.91e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.95e-09		This study	-71.1	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8		1.74e-09		6.53e-10	0	hargrave 2014-10-29 20:56:10	1	220.4	0	0.5	623.0	2.37e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.44e-09		This study	-70.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9		1.13e-09		4.59e-10	0	hargrave 2014-11-03 17:16:16	1	223.1	0	0.4	673.0	1.75e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.03e-10		This study	-69.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10		6.97e-10		4.77e-10	0	hargrave 2014-11-04 12:06:45	1	226.1	0	0.5	698.0	1.47e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.14e-09		This study	-67.9	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11		6.41e-10		6.52e-10	0	hargrave 2014-11-10 12:56:31	1	232.2	0	0.4	723.0	1.27e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.21e-10		This study	-67.4	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12		2.75e-09		9.05e-10	0	hargrave 2014-11-10 22:15:06	1	237.0	0	1.6	748.0	1.08e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.24e-10		This study	-66.4	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13		4.51e-09		1.10e-09	0	hargrave 2014-11-13 11:49:17	1	239.9	0	2.9	773.0	9.09e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.52e-10		This study	-66.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14		2.47e-09		5.60e-10	0	hargrave 2014-11-17 17:29:58	1	241.3	0	1.9	788.0	7.92e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.09e-10		This study	-63.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15		7.70e-10		4.71e-10	0	hargrave 2014-11-24 18:20:46	1	243.8	0	1.3	803.0	7.32e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.38e-09		This study	-62.2	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16		6.63e-10		7.77e-10	0	hargrave 2014-12-01 17:02:30	1	246.2	0	1.2	818.0	7.02e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.03e-09		This study	-60.5	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17		1.21e-09		7.28e-10	0	hargrave 2014-12-02 00:48:29	1	243.9	0	1.3	823.0	6.62e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.15e-10		This study	-60.8	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18		1.46e-09		5.85e-10	0	hargrave 2014-12-05 13:44:45	1	249.4	0	1.6	828.0	5.84e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.57e-10		This study	-59.4	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19		3.22e-10		5.62e-10	0	hargrave 2014-12-06 12:02:05	1	250.2	0	1.0	833.0	5.23e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.19e-10		This study	-58.2	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20		4.54e-10		7.35e-10	0	hargrave 2014-12-08 15:22:41	1	253.2	0	1.3	838.0	4.87e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.20e-10		This study	-57.9	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21		3.61e-10		7.55e-10	0	hargrave 2014-12-08 22:14:48	1	254.6	0	1.4	843.0	4.64e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.83e-10		This study	-57.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22		2.27e-09		6.24e-10	0	hargrave 2015-01-12 11:05:30	1	256.1	0	3.2	846.0	4.28e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.78e-10		This study	-55.6	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23		7.39e-10		5.87e-10	0	hargrave 2015-01-14 14:23:37	1	254.4	0	1.4	849.0	4.12e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.21e-10		This study	-56.1	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24		1.04e-09		6.97e-10	0	hargrave 2015-01-15 14:38:32	1	252.7	0	2.0	852.0	3.81e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.00e-10		This study	-56.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25		1.22e-09		3.84e-10	0	hargrave 2015-01-18 13:00:44	1	258.8	0	2.2	855.0	3.78e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.83e-10		This study	-55.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26		1.36e-09		2.67e-10	0	hargrave 2015-01-20 12:19:24	1	260.1	0	2.5	858.0	3.42e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.92e-10		This study	-56.0	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27		5.62e-10		5.78e-10	0	hargrave 2015-02-10 17:27:18	1	257.0	0	1.7	863.0	3.33e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.74e-10		This study	-56.2	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28		2.98e-10		6.94e-10	0	hargrave 2015-02-11 17:25:27	1	264.3	0	1.9	883.0	2.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.02e-10		This study	-49.2	g
